label,tweet,label_category
1,"one thing i love about russel wilson, he ain't a bitch about runnin it",Offensive Language
1,one thing i never did and that's love a bitch cuz i'm drillin shit. i only love my clique,Offensive Language
1,one thing about it .. i'm a loyal a$$ nicca,Offensive Language
1,one thing i always tell my lor cousins big cousins my bitches && niggah u always gonna be good regardless,Offensive Language
1,one thing u can't get me to do is trust a bitch,Offensive Language
1,"one time in high school, this girl told my friend that he needed proactive. so he told her she needed weight watchers. hahaha bitch.",Offensive Language
1,"one time this girl asked my what my problem was, i instantly replied i love bad bitches 😂😂",Offensive Language
2,only americans are degenerate enough to 'honor' their war dead by having a barbecue. anyone who 'grills out' for memorial day is trash.,Neutral
0,only americans would hire white trash with ties to international terrorism as police officers.,Hate Speech
2,"only blood can satisfy the hungry flames of r’hollor, charlie brown",Neutral
1,"only a fuckin"" #retard #liberal would think #xmen is about ""them"". no. #jesuschrist was a #mutant>",Offensive Language
1,only a broke nigga gonna settle for a broke bitch,Offensive Language
1,only a hoe would favorite that...,Offensive Language
1,only basic bitches workout at planet fitness,Offensive Language
1,only bitches talk shit,Offensive Language
1,only broke bitches steal money .,Offensive Language
1,only faggot pussies put their twitter pic of them and their dog,Offensive Language
0,only faggots use white ds's,Hate Speech
0,"only fags say ""swag"" shits mad retarded.",Hate Speech
1,only fat bitches and flat booty hoes today wackkkkk,Offensive Language
1,only for one reason cause a bitch wont go gay . if your name nt smurf . i see noone,Offensive Language
1,only fw bad bitches iont do no mediocre...,Offensive Language
1,only get loud around ya team ass bitch😏 #fraud,Offensive Language
1,only goofy niggas simp over chicks with community pussy..,Offensive Language
1,only hoes cheat,Offensive Language
1,only hoes get 3k followers on instagram,Offensive Language
1,only hoes love me,Offensive Language
2,only in my hick town can you walk into a national sports bar and get busch light in a can. smh,Neutral
1,only keep real bitches in attendance 👭💁,Offensive Language
1,only movie i cant wait to see.. tansformers4 . if its a fail im going killer ape shit on michael bay,Offensive Language
1,only negro to keep adding baby fat as they got older.,Offensive Language
1,only niggah on my tl so getting off now,Offensive Language
1,only ounces and up niggah,Offensive Language
1,"only people not home right now are nurses, hoes, & niggas tryna hit them hoes✌️",Offensive Language
0,only retards retweet fuckry,Hate Speech
1,only the family in my eyes n bitch they rite heree,Offensive Language
1,only the strong survive and that nigga a pussy,Offensive Language
1,only the strong survive and you niggas is bitches,Offensive Language
1,only things that calm me down.. pussy and some cali tree.,Offensive Language
1,only tweet me if that pussy got superpowers,Offensive Language
1,only we would cut our best tight end and resign a trash nigga who can't make a play to save his life,Offensive Language
1,only white people use the word cunt. todd really is taking over,Offensive Language
1,only white trash and morons are offended by the #redskins team name. #liberalism,Offensive Language
0,only white trash watch football.,Hate Speech
1,only white trash watch hockey.,Offensive Language
0,only white trash would call slants and hindis and moslems their equals.,Hate Speech
0,"only word i can understand on #blackjesus is ""nigger""... heavily disappointed in this show. aaronmacgruder stuff blows, imo.",Hate Speech
1,"oomf a hoe. she know she a hoe, i know she a hoe, she wont claim she a hoe, so she say she aint a hoe, but...we all know you a hoe!!! hoe!",Offensive Language
1,oomf got hella hoes 🙊,Offensive Language
1,"oomf got the ""hoes""",Offensive Language
1,oomf make my skin itch. like ew bitch.,Offensive Language
1,oooow that bitch lace front is lace fucked,Offensive Language
2,"oops, i just had a freudian slit.",Neutral
1,open her legs then filet mignon that pussy,Offensive Language
1,open mouf kissing my nig... «@distinctive_mae @nobetternoworst lol.....sam love him some kissing smh lol»,Offensive Language
1,open up her legs and filet mignon that pussy,Offensive Language
2,"operation ask redhead resolve, charlie brown. #rejectedpeanutsspecials",Neutral
2,"or ""don't vote for the cripple"" amirite? bigot mt @dawnnadukes: vote #votewendydavis for governor of texas. httpurl",Neutral
2,or i'm vibing and they ask to see the aux cord knowing they bout to play some trash 😒,Neutral
1,or a dumb bitch with no self esteem i can't decide. but for now it's saint 🙏,Offensive Language
1,or continue to be a bitch..... that's cool too,Offensive Language
1,or faggot rt @ez_taughtu: guess he got caught saying nigga.,Offensive Language
2,or get swept in motown lol #yankees #tigers #mlb,Neutral
1,or get they nails done rt @che_theyello1: same hoes brag about niggas they fw got money but can't even get him to fill their tank up,Offensive Language
2,or pollo,Neutral
2,or she just cant afford winter clothes rt @da_1eye_creep summer hoe = winter muslimah,Neutral
0,or the teach might get u got rt @abstraktalante: i really hate a disrespectful ass bitch in class. the professor is talking you stfu bitch.,Hate Speech
2,or their music is trash,Neutral
2,or when you're in my neighborhood rt @clairelea18: you know you're in the mexcian ghetto when... httpurl,Neutral
1,or you gotta pay some bills cause pussy ain't free ummmm dick ain't free neither can you pick this tab up please thank you,Offensive Language
0,oregon losing in oregon ahhhahahaha faggots,Hate Speech
2,"oreo ice cream sandwich httpurl""",Neutral
2,"oreo shake, i want you.",Neutral
2,oreo milkshakes will forever remind me of @jay_ibarra95,Neutral
2,oreos and coffee for brunch. i do what i want!,Neutral
1,oreos and ho hos put into milk...,Offensive Language
2,oreos are my life,Neutral
2,oriental rugs cause i'm flyer than a dove.,Neutral
1,oscar & i used to make fun of chaco-wearing people together but now that they're on sale for 1/2 off this lil bitch wants some #fake,Offensive Language
2,oscar taveras went yardie in his 2nd career mlb at bat. what a stud.,Neutral
1,oscars fuckin roasts right now got me hella dying. 😂😂😂😂😂 this bitch. 😂😂😂😂😂😂😂😂😂,Offensive Language
2,other jihadi news #isis executed #kuwait preacher redha lari coz he was..“too extreme” & hampered reconciliation with nusra with his fatwas,Neutral
1,"other then the faggot shit, macklemore actually a really good artist....better than alot of rappers",Offensive Language
1,otters would make cool pets if they weren't such cunts.,Offensive Language
2,our female guinea pig is pregnant 🎊🎉🎁😍😍😍,Neutral
1,our professor said hoes and he said butt hurt... what a boss,Offensive Language
2,"out of day care, i'm taking a kitty nap on you hosers.",Neutral
1,outside my click it ain't another nicca fucc'n wit me!,Offensive Language
1,outside with dah fuckin yardie eh,Offensive Language
1,over bitches trying to act like i own them a picture,Offensive Language
1,"overall, this single life is about fun. just do that and also get the nudes but don't leak em unless you're a faggot.",Offensive Language
2,overripe eggplants are not good eats. #uncletweet,Neutral
2,philosophy existentialism and depth and not trash pop #mtvhottestlanadelrey,Neutral
2,pnd is my jigga man.,Neutral
2,"pollos a l'ast dos pollos estaban dando vueltas en una pollería mientras los estaban cocinando a l'ast, cuando... httpurl",Neutral
2,"psa: reduced fat oreos are waxy and don't soften properly when dunked in milk. stay away from them, they're unnatural! #dietschmiet @oreo",Neutral
2,paceys just told me about how flash was touching himself and he was turning yellow and black.. #whatwashedoing 😂😂,Neutral
2,padre /yankee/angel fans need to stfu,Neutral
1,"paid dis much for da belt, i betta crack a bitch",Offensive Language
1,paige better text a bitch lol,Offensive Language
1,"painting bitches on rooftops, b/c bitches love rooftops",Offensive Language
2,"palin mocks obama, on russia rhetorically asks ""who could have seen this coming,"" the crowd goes wild #cpac2014",Neutral
2,panda express is so trash but i wanted chinese and didn't feel like gettin out the car,Neutral
0,"pantera - 5 minutes alone httpurl @chrisrock 5 minutes, pussy boy..i'll crush you.",Hate Speech
1,paper over pussy cause pussy bring problems #powerofthep,Offensive Language
1,papoose is trash bro @spence1reed lol,Offensive Language
1,pappadeaux bread with the scampi butter rt @_chickengeorge her pussy tastes like? httpurl,Offensive Language
1,pappadeaux got the best chicken strips i swear i squeeze lemons over them hoes!,Offensive Language
2,parents television council: 'scandal' sex scene after charlie brown was not ok | httpurl,Neutral
1,"parker cannon is lyrically beautiful. that bitch comes up with the best lyrics for his songs. like fuck, man.",Offensive Language
2,"parodies of jihadi songs - more effective than asinine ""muslims should condemn"" httpurl #humorisaweapon",Neutral
2,parsons trash,Neutral
1,part chink.,Offensive Language
1,"party at the house, come through bitches",Offensive Language
1,pass interference you dumb ass zebra jerks,Offensive Language
1,pass them sticks bitch!!!!!!!,Offensive Language
1,passing up on mad hoes just to give him what he want,Offensive Language
1,patty dont love these hoes,Offensive Language
1,pau a hoe. how u gon play after the trade deadline,Offensive Language
1,paula patton pussy got a nigga on stage on his knees talmbout he gotta get her back tonight,Offensive Language
1,pay for pussy no yo i get too many freebies,Offensive Language
1,payback is a bitch,Offensive Language
1,paybacks a bitch.,Offensive Language
1,peace faggots. httpurl,Offensive Language
0,"peace fags, just remember i'm best lux support na. drop lustboy pick me and kakao up tsm.",Hate Speech
2,peace my friend..only peace..i am not your enemy..dont say that word again..look at my facebook wall..one of my best friends ever was a moor,Neutral
1,peace to all the hoes i put my badongle in and didn't cook breakfast for httpurl,Offensive Language
1,pedro is a little bitch cause he never dm me.,Offensive Language
2,penn state tryna slant and screen all the way down the field lol,Neutral
0,pennsylvania is white trash and is so are all pennsylvanians.,Hate Speech
0,people are fucking retarded lol,Hate Speech
2,people are so uncivilized.,Neutral
1,people are such bitches!!! complaining over stupid things!,Offensive Language
1,people ask me y i never speak up bout the subtweets n lil shit people say ...baby tbh ion give a dam bout none of that no nigga or bitch oml,Offensive Language
1,"people asking for donations for christy mack,get real the bitch made thousands of dollars for having sex. bitch better be fuckin me",Offensive Language
2,people be so angry tonight on dis here tweeter. it hard for a colored man to see all dis anger. like bein in a waffle house in mississippi,Neutral
1,people calling and complaining to spinellis because of our purge special. lmao pussies. #louisvillepurge,Offensive Language
1,"people comment on my fb statuses like ""how was your day?"" like bitch wtf do i know you?",Offensive Language
0,people get more and more retarded everyday,Hate Speech
1,people gotta learn to appreciate the people that go out if their way to help you. even if you don't want their help don't he a bitch,Offensive Language
1,people hate on da rig life but i love my baby more then a pussy ass nigguh,Offensive Language
1,"people love to touch my hair ""ooo is this real?"" yes bitch is yours?",Offensive Language
0,people on this site are fucking retarded sometimes,Hate Speech
1,"people talk shit on twitter but when they see you in person be looking. like bitch wtf you looking at. yes its me, yeah i'm cute..",Offensive Language
1,"people tend to bitch about coaching too much, but offensive playcalling has killed the ags. indefensible at this point.",Offensive Language
2,people who chose the country over the city are miserable trash. they deserve neither respect nor consideration. they are less than scum.,Neutral
2,people who don't put their blinkers on seriously just need to crash into a pole or something 😤 #moveoutmyway#bitch,Neutral
0,"people who enjoy shows like @southpark and @familyguyonfox are douche bags. usually white trash, too.",Hate Speech
0,"people who go to church in hollywood, ca are all white trash filth.",Hate Speech
0,people who grow their own vegetables are nothing but common peasant trash.,Hate Speech
0,people who live in #thenetherlands are unwashed trash.,Hate Speech
1,people who never use any hair product are unkept white trash douche bags.,Offensive Language
1,people who play #fantasygames are white trash,Offensive Language
0,people who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. they're soulless gutter trash.,Hate Speech
2,people who slam on the brakes at yellow lights should not be allowed to drive.,Neutral
2,people with trash cars love to drive fast and reckless,Neutral
2,"people, rt this picture far and wide, if for no other reason than it makes teabaggers with poor spelling really angry httpurl",Neutral
2,"perhaps ezra miller is the first crack toward changing that, regardless of whether he identifies as queer over gay.",Neutral
2,"perhaps i'm not a ""diehard"" yankee fan, but there's no more point in watching this debacle #yankees #tigers #mlb so what else is on? lol",Neutral
2,permanent slit in my eyebrow from when i tumbled down the bleachers when i was little.... i stayed in the er,Neutral
1,"person: my new years resolution is to not be a jackass to everyone. me: yeah, and i'm going to buy a ps3. i'm not retarded.",Offensive Language
1,peter pan that ho never land that ho,Offensive Language
1,peyton manning is a goon fuck eli's pussy ass,Offensive Language
1,phaedra is gonna drop apollo like mariah did when da brat went to prison. these hoes ain't loyal,Offensive Language
2,phil hughes looking like the phil hughes of old. 2010. #yankees #mlb,Neutral
0,phillip rivers look like he almost wants to call dude a nigger for that bad play,Hate Speech
1,phone disconnected like a hoe :/ thank god for shmediums hot spot lol,Offensive Language
1,phone drier than yo bitch scalp 🌵,Offensive Language
2,photo check for background spooks. httpurl,Neutral
1,photo: bad bitch. #ladykimora your favorite vegas socialite 🎼🎼🎼🎼🎼🎼🎼🎼 #dragrace #dragqueen #ladykimora httpurl,Offensive Language
2,photo: giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls httpurl,Neutral
1,photo: good morning ig …. giving u white trash body 💀💀💀 #turntup #webad #wepretty #gayvegas... httpurl,Offensive Language
1,photo: happy friday bitches #kimorablac httpurl,Offensive Language
1,photo: happy friday bitches ! #glamazon #ladykimora #rupaulsdragrace @welovequeens 😘😘😘💄💄 httpurl,Offensive Language
1,photo: here some kimora boobies for you 💋 🔪 this is how unlock before i slice a bitch. #kimorablac... httpurl,Offensive Language
1,photo: ima boss ass bitch. 💀💀💀 #turntup #webad #wepretty #gayvegas #rupaulsdragrace #barb #minaj... httpurl,Offensive Language
1,photo: me and my bitch httpurl,Offensive Language
1,photo: morning bitches httpurl,Offensive Language
1,photo: mustard on the beat hoe #wdywt httpurl,Offensive Language
1,photo: my mains @riri22barbie @georgegia yessssss #ladykimora turntup. #vegas bitches 😍😍 httpurl,Offensive Language
1,photo: no filtering bitches. 💀💀💀💀 #turntup #webad #wepretty #gayvegas #rupaulsdragrace #barb #minaj... httpurl,Offensive Language
2,"photo: rest in peace to these bad boys , some bad advise made me let some old asian dude re glue the sole... httpurl",Neutral
1,photo: seriously … all my friends are hoes. it’s so funny. #getyourlife 👎 httpurl,Offensive Language
2,photo: anarcho-queer: “anarchism stands for a social order based on the free grouping of individuals for... httpurl,Neutral
1,photo: deafreaperventus: wayward-sons-and-fallen-angels: murderous-crows: *gay intensifies* are you saying... httpurl,Offensive Language
1,photoset: the biggest pussy i’ve seen in china. httpurl,Offensive Language
1,physical & bed rt @skinny215 these bitches frame is trash! #skinny,Offensive Language
2,"pic circulating on jihadi feeds claiming an ""isis flag"" on top of mount arafa in the holiest day of pilgrimage httpurl",Neutral
1,"pic so confusing.. looks like a dyke, but has a hoe pooci.. «@datjollygirl “@btweekin: 😩😩😩😩😩 httpurl#8221;»",Offensive Language
1,pick a city buy a condo find a fine hoe let some time go #chea,Offensive Language
1,"pickup line ""are you a cat lady? because i love pussy too"" ""no wait i literally meant i like cats""",Offensive Language
1,"picture time outside of metro, fucking fags",Offensive Language
1,pie crust is trash. it be all flaky and dry and shit.,Offensive Language
2,pierce would've easily drained all these shots with us. he's so trash now smh,Neutral
1,"pillow talkin to bitches, i see her she bad but nigga she basic!",Offensive Language
1,pillow talkin to your hoe hatin on a nigga you might lose ya chick like that !!!!!,Offensive Language
1,pink champagne for my boo thang she a bad bitch i hope that she don't trade me,Offensive Language
1,pisses me of when i see these little liberal faggots wearing che guevara shirts. move ur ass to cuba. httpurl,Offensive Language
1,pisses me off so much when brett screams fag or whore out the window at people,Offensive Language
1,"pistols and bad bitches, hustlers and bad business!",Offensive Language
1,pizza and wings bitches,Offensive Language
1,"pizza, a salad and alcohol is all i want.....my cravings need to be met or i'm a rude bitch",Offensive Language
1,plaid shorts bitches,Offensive Language
1,"play me about twice? aye, im a pyhscopathic cunt. you're dead.",Offensive Language
1,play pussy and get fucked!,Offensive Language
1,play some ' fuck bitches get money ' music,Offensive Language
1,play these hoes like the lottery,Offensive Language
2,"playing a show in lutsen, mn at 9:00 pm today at papa charlies httpurl",Neutral
1,playing games and wrestling are the only ways i bind with my brothers. that and the sex talk & providing condoms. no raw dogging these hoes,Offensive Language
0,"playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. it ends in the fields/suburbs of pennsylvania.",Hate Speech
1,playing with my money is like playing with my emotions niggas don't believe i guess we going to find out then hoe ass niggas,Offensive Language
1,please “@oldirtyjesus: shut up hoe “@marlsoul: i'm honestly a nice person””,Offensive Language
1,please control yo hoe ! 😂😂,Offensive Language
1,please dnt take no pictures please dnt take no pictures especially with my jewelry on man these hoes so vicious,Offensive Language
1,please excuse my bitch ass phone it's been a hoe lately,Offensive Language
2,"please stop scoring, otherwise you won't have any runs for tomorrow against romero #yankees #bluejays #mlb",Neutral
1,plot twist i fucked your bitch,Offensive Language
1,"plot twist, bitch",Offensive Language
1,plot twist: these hoes are loyal.,Offensive Language
2,"pm is u use any of the words i use (ex. sweg,pm,yid,nid) we're dating",Neutral
1,police niccas tryn raid da trap,Offensive Language
2,"polite, yet militant. #birds #notfeeding #stencil #army #typeface #font #ateam httpurl",Neutral
1,political ass bitches,Offensive Language
1,polo:$80. levis:$60. jordans:$180. snapback:$30. the look on your face when you still don't get any pussy...priceless!,Offensive Language
1,poof. vamoose son of a bitch,Offensive Language
2,"poor henry, he's supporting the right 2/3 of you guys all on his gut! don't hurt it, charlie... (@lizziecuevas)httpurl",Neutral
1,"poor leo,he can't help havin resting bitch face. i feel ya home skillet biscuit",Offensive Language
0,"pop a nigguh, sound like crisco",Hate Speech
1,pop that pussy,Offensive Language
1,pop that pussy for a real nigga,Offensive Language
2,popcorn and candy for dinner. i always knew charlie brown was my spirit animal.,Neutral
1,popped a pussy i'm sweating lol httpurl,Offensive Language
1,poppy give me discou.. bitch i get it for the lowwwww!!!,Offensive Language
1,poppy give me discounts bitch i get it for the lowww!!!....naw fareal tho,Offensive Language
2,pops interviews remain warm and fuzzy.,Neutral
1,pops told me never stick ya 🍆 in a broke bitch,Offensive Language
0,porch monkey 4 life,Hate Speech
1,porch monkey 4 life #randell,Offensive Language
1,"porcha grandma really like a nig for real, i should have tried to hollar fo real",Offensive Language
1,pornographic-oo-oo don't make you no hoe-oo,Offensive Language
2,"posted a new song: """"guala"""" httpurl httpurl",Neutral
2,"posted a new song: """"guala"""" httpurl #music",Neutral
1,power bomb dat hoe,Offensive Language
1,"ppl really can't handle a girl that's not a ""yes girl"" and says how she feel .. come off as a bitch",Offensive Language
2,"practically got arrested tonight, not allowed on utampa grounds for a year now... fml im retarded",Neutral
2,praise thy lord for this season of beanies that is upon us,Neutral
1,preach rt @poonsoaker: ugly girls are the way to go man. nobody got time for you pretty hoes,Offensive Language
1,precisely rt @brandnewandrew: “@harold: soon as y'all break up is when she starts doing the shit she swore she'd never do” like being a hoe,Offensive Language
2,prejudice. a preconceived awareness based on a majority of interactions. the negative slant comes from libs. self preservation is the basis.,Neutral
1,"preparing to be called a ""nigger"" all night.. i mean play cod all night. #advancedwarfaredayzero",Offensive Language
1,pressed for pussy no ...i get too many freebies,Offensive Language
1,pretend assholes callin the women bitches when they know they love em lol..,Offensive Language
1,"pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day.",Offensive Language
1,pretty ass niggah. httpurl,Offensive Language
1,pretty bitches with even prettier titties ☺️,Offensive Language
1,pretty mother fucker pull up in a bitch likee,Offensive Language
1,pretty motherfucker pull up in this bitch like,Offensive Language
1,pretty muthafucka pull up in this bitch like,Offensive Language
2,"pretty over this whole yankees thing, id rather lose in the alcs every year then live in detroit.. i miss the real steinbrenner #glorydays",Neutral
1,pretty sure i got ya bitch nudes in my phone nigga,Offensive Language
1,"pretty weird that flight attendants are instructed to say “welcome to the oc, bitch.” as you exit the plane.",Offensive Language
1,probably going to tackle kenzie when i see her tbh i miss my bitch,Offensive Language
1,probably saved @kingborgman's ass today. about out gas in a diesel engine.😂 what would you do without your redneck friends?😂😂,Offensive Language
1,procrastination is really a bitch.,Offensive Language
1,produced by yung @jewros 🔥🔥 bouta drop dis hoe httpurl,Offensive Language
1,profesional sports are only enjoyed by white trash.,Offensive Language
1,project pay is just a soft ass little bitch.,Offensive Language
1,promise to love you and obey..and hit it more than once a day..girl i say that genuinely..fuck that bitch.. it's what you sayy,Offensive Language
1,promises were made bitch . you are now my bxtch,Offensive Language
1,protect your bitch at all costs,Offensive Language
2,proud to be a redneck patriot :) @docs357 @cats_lmbo @koichiccheryl @bja_tw @yrwol7 @davesgrill,Neutral
1,puffy face hoes,Offensive Language
1,puig had zero lines and yet he's still going to fuck your bitch after that appearance,Offensive Language
1,pull up on a nicca #bored,Offensive Language
1,pull up on my ex make that bitch mad,Offensive Language
1,pull up on my ex make that bitch mad.,Offensive Language
1,pull up on my x make that bitch mad,Offensive Language
1,pulled up on this coco ratchet on my way home 😂😭 @@kayysavage yes bitch,Offensive Language
1,pulling hoes ain't something to be proud of hoes go with anybody ✋,Offensive Language
1,pullout game trash... «@arigold_88 iyanla having an intrrvention with a man who has 34 kids with 17 women. i have other questions.»,Offensive Language
1,pumpkin spice marlboro's for da hoes,Offensive Language
1,punch that hoe cause she deserve it.,Offensive Language
0,punk ass broke faggots.,Hate Speech
1,punk ass cop jus bulldogged that bitch httpurl,Offensive Language
1,punk bitch walking tall like you got something to prove,Offensive Language
1,punk bitch.,Offensive Language
1,pussies only pussy...an every women got one...so u gotta have more than that ladies,Offensive Language
1,"pussy ass hoe niggas, i can't fuck wit y'all",Offensive Language
1,pussy ass nigguh name jesus. and his daddy,Offensive Language
1,pussy gotta be trash rt @adolfhibsta: her love life is so sad lol rt @cqminaj: im so glad khloe k dumped french's ghetto ass,Offensive Language
1,"pussy like girls , zaaaammnn is my pussy gay 🐣",Offensive Language
1,pussy nicca we ain't friends you ain't gotta @ me -- @icewear_vezzo voice!,Offensive Language
1,pussy on my mouth pussy on my pinky ring,Offensive Language
1,pussy only pussy,Offensive Language
1,pussy's don't get pussy.,Offensive Language
1,pussys only pussy an i get it when i need it,Offensive Language
1,put a bītch pussy on first 48,Offensive Language
1,put a ring on it or it ain't yo bitch !,Offensive Language
1,put her in her place cause pussies don't get pussy..,Offensive Language
1,put that on everything i love. ain't no ugly bitch finna talk to me crazy in my car. i'd put her ass out and make her walk,Offensive Language
2,put the redskins in your starting lineup instead of the dolphins...it'll be fun they said.,Neutral
1,put the weights back on the rack bitch!! smdh lol dick chaney's! httpurl,Offensive Language
1,put ya hands up if you a grade a bitch,Offensive Language
1,put yo bitch in the figure 4 and bedrock her,Offensive Language
1,"put your hands down bitch, i ain't gon shoot you",Offensive Language
1,put your tits back in your shit bitch,Offensive Language
1,putin making @barackobama look like a bitch on foreign policy.,Offensive Language
1,quan and dino rt them faggot ass niggas!? aight man,Offensive Language
1,quan stop rt that faggot on my tl,Offensive Language
1,"quisiera amarte no puedo no, mi mama me dijo dont love them hoes",Offensive Language
1,quit blowing up my feed bitches.,Offensive Language
1,quit hoggin the blunt bitch,Offensive Language
1,quit hurting these women cuz i'm tired of all the bitterness a nigga gotta go through cuz you a hoe ass nigga.,Offensive Language
1,quit talking shit you fucking faggot. you're seriously just mad bc no one wants you. who the fuck do you even think you are?,Offensive Language
1,quit teasing bitch,Offensive Language
2,r&b is so trash now compared to early 2000's.,Neutral
2,r-surge for charlie baker-r of 9 points in demo-state mass against coakley-d! dog httpurl via @bostonglobe,Neutral
1,real nigga speaking “@deon1093: @paper_chaysin you sound like a bitch”,Offensive Language
2,republicans take massachusetts governorship: coakley conceds gov. race to charlie baker…. httpurl,Neutral
1,rft tweet of the day🙌🙌 “@hereforeb: if a nigga change on you.. fuck em .. he was a bitch nigga from day 1”,Offensive Language
1,"rick told yall to go back and kill'em all! yall niccas didn't listen, now they are chewing on bob's leg and shit! extra, tasty, crispy!",Offensive Language
1,"right ""@sotyannaxo: the same bitches saying ""positive vibes"" are the same bitches making fun of someone's weight.""",Offensive Language
0,"rino trash like @speakerboehner, @karlrove, @frankluntz see conservatives as the democrat party see blacks. as their slave property. #tcot",Hate Speech
1,rt !! @6oyslovekeena: i will never ever ever give a nigga my all unless i know for a fact he doing the same . yeen finna play me bitch 😂✌,Offensive Language
1,"rt ""@destineydunbar: this shit for the birds . 😒”",Offensive Language
2,"rt ""@huffingtonpost: jane seymour rocks a bikini at 62 httpurl"" crazy aunt jane is at it again @thefaithanne",Neutral
0,"rt ""@timatheracer: wow do we have another faggot? “@shinobicelsius: timatheracer wow do we have another cam hater? lol”"">> dat dude is nice",Hate Speech
0,"rt ""@_thatgapeach: & alla my niggas hot boys , so don't bring no ice in this bitch 💂”",Hate Speech
1,"rt “@killall_simps: black bitches think its ok to clap they hands when they getting into an argument, bitch stfu before i steal yo purse”",Offensive Language
1,rt @05professor: @idontbekaren @kelseysocrazy .... this is what all of my bitches say hahaha httpurl,Offensive Language
1,rt @05professor: columbus found america and we killed some injuns #sincethecubswonaworldseries,Offensive Language
1,"rt @07cannon: ""fuck you mean macklemore trash nigger?"" httpurl",Offensive Language
1,rt @0_oitscrunch: def a whiny bitch rt @manddddddd: “@lawsofsex: a girl who cries is a girl who cares.” or a whiny bitch,Offensive Language
1,"rt @0hallis0n: ""this is j cole you fucking queer""",Offensive Language
1,rt @100band_rell: all yaw hoes want 2 thing money & dick,Offensive Language
1,rt @10milekid: hahahaha basic bitches so funny,Offensive Language
2,"rt @10thamendment: jihadi killed #brendantevlin in n.j. w/ at least 2 others,part of terrorist ring 10 yrs ago httpurl http…",Neutral
1,rt @11_melobaby_7: @100granhman it ain't nothin to cut that bitch off ayeeee,Offensive Language
2,rt @120sports: twitter tipped its cap to say #farewellcaptain to jeter in his yankee stadium finale. video: httpurl httpurl#8230;,Neutral
1,rt @1armaun: hoes get a boyfriend and swear they not a hoe anymore. bitch having a boyfriend doesn't erase what happened before him you ...,Offensive Language
1,rt @1bigmick: today i told a woman that she was the quintessential embodiment of sexual femininity. how am i not drowning in pussy?,Offensive Language
1,rt @1captaindrew: supp wigga,Offensive Language
1,rt @1johnnycinco: you can't go wrong with a loyal bitch.,Offensive Language
1,"rt @1kellibelle: needy, clingy men is why i have bitch issues",Offensive Language
1,rt @1khariz: kim k lil sisters some hoes,Offensive Language
1,rt @1marsb: i might be ugly but my hoes ain't trippin,Offensive Language
1,rt @1rudeassninja: @yung_n_gettinit @carleycarllz bro don't argue with these rejected ass disney models bitches better go play in some food…,Offensive Language
1,rt @1smedia: when a hoe gets too friendly with bae 😡😤👿🔪 httpurl,Offensive Language
2,"rt @1trikofficial: @itsnotadam no prob! def a good early set energy tool! if you want to tune in, httpurl in less than an ho…",Neutral
1,rt @1wayhustle: bitches love niggas that got bitches,Offensive Language
1,rt @1wayhustle: i got bitches geekin sneakin cocaina cross the customs - @thedoniv,Offensive Language
1,"rt @1deep_williard: ""@1017_sqquad: come out her pussy and go in her ass come out her ass and go in her mouth"" that way she won't tell nobod…",Offensive Language
2,"rt @1goodlookingman: bees won, mets won, and the yankees lost. it's a good day in baseball.",Neutral
1,rt @1stblock_rody: this bitch always in my pocket 👉😒,Offensive Language
1,"rt @1stblock_thomas: ""@1stblocjeremiah: you know bitches be mad when they be like ""i'm my own #wcw😂😂""",Offensive Language
1,rt @1stblock_thomas: @1stblocjeremiah @lowworldsfinest nah boa that nigga wayne run his mouth like a hoe & my girl ain't no hoe so chill wi…,Offensive Language
1,rt @1stblocklokee: the niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi…,Offensive Language
1,rt @215_bub: don't sweat these hoes they come wit the money 😏,Offensive Language
1,"rt @215potter: grown men, wearing jerseys with other grown men's name on them.. don't forget your fucking pom poms.",Offensive Language
1,rt @22duces20: happy birthday to my little ass cousin who doesn't remember who i am @1nonlydirtymike hope it's a good one fag !,Offensive Language
2,rt @23vnds: check out the homie @renz360 for that sole sauce! that stuff does miracles!!! @renz360 @renz360… httpurl,Neutral
1,rt @275yungsimmie: i flex it ain't no turning down ...take yo bitch fly out of town ... ...macin stackin ready to get it crackin aint no tu…,Offensive Language
1,rt @275yungsimmie: i hate a lying ass bitch,Offensive Language
2,rt @2afight: muslim jihadi? keep calm and.... httpurl #pjnet #tcot #tgdn #ccot #rednationrising #teaparty #2a #nra httpurl#8230;,Neutral
1,rt @2blunts1jorge: “@ginasanabria_: i'm ugly so don't worry about me having hoes.”,Offensive Language
1,rt @2live_que: so y'all just gone look past the fact that this bitch sucking a dick cause her edges laid? i swear hate you bitches 😒 http:/…,Offensive Language
1,rt @2necklaceez: i'm in this bitch yaaa i do my thanggg 👏,Offensive Language
1,rt @33mleny: bae: lemme see your phone if you dont have hella hoes me: one sec httpurl,Offensive Language
1,rt @3high_tae: bruh this bitch booty so flat that its muscular 💀💀💀 httpurl,Offensive Language
